tilastovuosi,okmOhjauksenAla,koulutusala02,koulutustyyppi,koulutusaste,ammattikorkeakoulu,hankkeistetutOpinnaytetyot,opinnaytetyotEiHankkeistetut,kooditKoulutusala2002,kooditOkmOhjauksenAla,kooditAmmattikorkeakoulu,kooditKoulutustyyppi,tietojoukkoPaivitettyPvm
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Hämeen ammattikorkeakoulu,29,1,7,99,02467,6,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Hämeen ammattikorkeakoulu,29,2,3,99,02467,2,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,2,3,99,02469,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,6,24,8,99,02469,1,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,11,0,7,99,02469,6,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,69,9,7,99,02469,2,2026-03-06
2013,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,136,10,7,99,02469,1,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,8,99,02469,6,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,4,0,8,99,02469,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,3,8,99,02469,2,2026-03-06
2015,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,28,4,8,99,02469,1,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,27,0,7,99,02469,6,2026-03-06
2015,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,61,0,7,99,02469,2,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,65,20,7,99,02469,2,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,107,22,7,99,02469,1,2026-03-06
2010,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,10,0,6,99,02469,2,2026-03-06
2011,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,87,21,5,99,02469,1,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,15,3,7,99,02469,6,2026-03-06
2012,Tieto puuttuu,Luonnonvara- ja ympäristöala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,6,99,02469,6,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,39,7,7,99,02469,2,2026-03-06
2012,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,150,37,7,99,02469,1,2026-03-06
2010,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,5,5,7,99,02469,6,2026-03-06
2010,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,112,15,5,99,02469,1,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,4,99,02469,6,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,29,8,99,02469,1,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,17,6,5,99,02469,2,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,77,38,5,99,02469,1,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,5,4,99,02469,2,2026-03-06
2014,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,4,13,4,99,02469,1,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,3,99,02469,6,2026-03-06
2015,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,4,99,02469,2,2026-03-06
2015,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,15,2,4,99,02469,1,2026-03-06
2011,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,1,4,99,02469,2,2026-03-06
2011,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,38,26,2,99,02469,1,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,20,0,2,99,02469,2,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,6,0,8,99,02469,2,2026-03-06
2010,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,20,1,8,99,02469,1,2026-03-06
2011,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,14,5,3,99,02469,2,2026-03-06
2010,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,1,0,4,99,02469,2,2026-03-06
2010,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,4,17,4,99,02469,1,2026-03-06
2010,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,6,21,3,99,02469,2,2026-03-06
2015,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,102,9,5,99,02469,1,2026-03-06
2015,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,4,99,02469,6,2026-03-06
2014,Tieto puuttuu,Luonnonvara- ja ympäristöala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,6,99,02469,6,2026-03-06
2011,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,61,17,3,99,02469,1,2026-03-06
2011,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,11,14,2,99,02469,2,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,3,99,02469,6,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,16,1,3,99,02469,2,2026-03-06
2015,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,78,22,3,99,02469,1,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,2,99,02469,6,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,11,0,7,99,02469,6,2026-03-06
2014,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,11,4,6,99,02469,2,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,38,6,7,99,02469,2,2026-03-06
2014,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,151,11,7,99,02469,1,2026-03-06
2014,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,35,7,6,99,02469,1,2026-03-06
2014,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,13,3,5,99,02469,6,2026-03-06
2014,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,50,28,3,99,02469,1,2026-03-06
2013,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,5,16,4,99,02469,1,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,3,99,02469,6,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,3,3,99,02469,2,2026-03-06
2013,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,38,47,3,99,02469,1,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,9,1,5,99,02469,2,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,8,99,02469,6,2026-03-06
2013,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,2,99,02469,6,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,7,29,8,99,02469,1,2026-03-06
2012,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,4,8,99,02469,2,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,92,19,5,99,02469,1,2026-03-06
2012,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,6,0,6,99,02469,2,2026-03-06
2015,Tieto puuttuu,Humanistinen ja kasvatusala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,6,2026-03-06
2015,Tieto puuttuu,Humanistinen ja kasvatusala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,2,2026-03-06
2015,Tieto puuttuu,Humanistinen ja kasvatusala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,1,2026-03-06
2015,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,79,5,2,99,02469,1,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,2,8,99,02469,2,2026-03-06
2014,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,8,99,02469,6,2026-03-06
2012,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,1,0,4,99,02469,2,2026-03-06
2011,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,5,8,99,02469,2,2026-03-06
2012,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,4,99,02469,6,2026-03-06
2010,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,34,14,3,99,02469,1,2026-03-06
2012,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,1,4,99,02469,1,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,3,99,02469,6,2026-03-06
2011,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,26,12,8,99,02469,1,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,1,7,99,02469,6,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,63,6,7,99,02469,2,2026-03-06
2011,Tieto puuttuu,"Sosiaali-, terveys- ja liikunta-ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,160,12,7,99,02469,1,2026-03-06
2014,Tieto puuttuu,Humanistinen ja kasvatusala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,6,2026-03-06
2011,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,5,4,99,02469,1,2026-03-06
2012,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,31,8,6,99,02469,1,2026-03-06
2014,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,2,99,02469,6,2026-03-06
2012,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,24,4,5,99,02469,6,2026-03-06
2016,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,19,7,99,12,02469,1,2026-03-06
2014,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,13,5,2,99,02469,2,2026-03-06
2014,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,29,28,2,99,02469,1,2026-03-06
2013,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,19,0,6,99,02469,2,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,11,4,3,99,02469,2,2026-03-06
2013,Tieto puuttuu,"Matkailu-, ravitsemis- ja talousala",Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,8,99,02469,6,2026-03-06
2014,Tieto puuttuu,Humanistinen ja kasvatusala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,1,2026-03-06
2014,Tieto puuttuu,Humanistinen ja kasvatusala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,1,99,02469,2,2026-03-06
2013,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,44,0,6,99,02469,1,2026-03-06
2016,Kasvatusalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,1,2,99,1,02469,1,2026-03-06
2016,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,41,28,99,2,02469,1,2026-03-06
2016,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,5,99,2,02469,2,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,58,18,99,5,02469,1,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,21,3,99,5,02469,2,2026-03-06
2016,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,0,99,5,02469,6,2026-03-06
2016,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,25,15,99,7,02469,1,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,72,12,99,8,02469,1,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,3,3,99,8,02469,2,2026-03-06
2016,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,23,2,99,8,02469,6,2026-03-06
2016,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,46,1,99,9,02469,1,2026-03-06
2016,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,3,0,99,9,02469,6,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,176,7,99,11,02469,1,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,74,2,99,11,02469,2,2026-03-06
2016,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,27,1,99,11,02469,6,2026-03-06
2012,Tieto puuttuu,"Yhteiskuntatieteiden, liiketalouden ja hallinnon ala",Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,49,15,3,99,02469,1,2026-03-06
2012,Tieto puuttuu,Kulttuuriala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,2,99,02469,6,2026-03-06
2012,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,7,9,2,99,02469,2,2026-03-06
2012,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,40,15,2,99,02469,1,2026-03-06
2013,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,21,0,5,99,02469,6,2026-03-06
2013,Tieto puuttuu,Luonnontieteiden ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,0,0,4,99,02469,6,2026-03-06
2013,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,10,2,5,99,02469,2,2026-03-06
2013,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,78,36,5,99,02469,1,2026-03-06
2013,Tieto puuttuu,Luonnontieteiden ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,2,2,4,99,02469,2,2026-03-06
2013,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,1,9,2,99,02469,2,2026-03-06
2013,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,35,39,2,99,02469,1,2026-03-06
2010,Tieto puuttuu,Luonnonvara- ja ympäristöala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,41,2,6,99,02469,1,2026-03-06
2010,Tieto puuttuu,Tekniikan ja liikenteen ala,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,12,3,5,99,02469,6,2026-03-06
2010,Tieto puuttuu,Tekniikan ja liikenteen ala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,18,7,5,99,02469,2,2026-03-06
2010,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,13,12,2,99,02469,2,2026-03-06
2010,Tieto puuttuu,Kulttuuriala,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Karelia-ammattikorkeakoulu,20,41,2,99,02469,1,2026-03-06
